I,Q,A
1267,"¿Qué artículo fue derogado relacionado con la Caja de Reparaciones?","El artículo 94, que trataba sobre la Caja de Reparaciones, fue derogado por la Disposición Final Sexta del Código de Procedimiento Penal aprobado por Ley Nº 1970 de 1999. ley 1768 de 10 de marzo de 1997 del codigo penal."
1268,"¿Qué artículo garantiza la indemnización a una persona declarada inocente tras un juicio criminal?","El artículo 95 garantiza la indemnización por los daños sufridos a una persona declarada inocente tras un juicio criminal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1269,"¿Qué artículo menciona que la rehabilitación se operará sin necesidad de trámite al cumplirse una pena de inhabilitación?","El artículo 96 menciona que la rehabilitación se operará sin necesidad de trámite una vez cumplida la pena de inhabilitación especial. ley 1768 de 10 de marzo de 1997 del codigo penal."
1270,"¿Qué artículo fue derogado en relación a los efectos de la rehabilitación?","El artículo 97, que trataba sobre los efectos de la rehabilitación, fue derogado por la Disposición Final Cuarta de la Ley Nº 2298 de 2001. ley 1768 de 10 de marzo de 1997 del codigo penal."
1271,"¿Qué artículo fue derogado en relación a la revocatoria de la rehabilitación?","El artículo 98, que trataba sobre la revocatoria, fue derogado por la Disposición Final Cuarta de la Ley Nº 2298 de 2001. ley 1768 de 10 de marzo de 1997 del codigo penal."
1272,"¿Qué artículo fue derogado en relación a la rehabilitación del inocente y del condenado por error judicial?","El artículo 99, que trataba sobre la rehabilitación del inocente y del condenado por error judicial, fue derogado por la Disposición Final Sexta del Código de Procedimiento Penal aprobado por Ley Nº 1970. ley 1768 de 10 de marzo de 1997 del codigo penal."
1273,"¿Qué artículo fue derogado en relación a la extinción de la acción penal?","El artículo 100, que trataba sobre la extinción de la acción penal, fue derogado por la Disposición Final Sexta del Código de Procedimiento Penal aprobado por Ley Nº 1970. ley 1768 de 10 de marzo de 1997 del codigo penal."
1274,"¿Qué artículo garantiza la restitución de bienes si soy víctima de un delito?","El artículo 91 garantiza la restitución de bienes a la víctima de un delito. ley 1768 de 10 de marzo de 1997 del codigo penal."
1275,"¿Qué artículo me asegura que la responsabilidad civil será compartida entre todos los responsables del delito?","El artículo 92 asegura que la responsabilidad civil será compartida mancomunadamente entre todos los responsables del delito. ley 1768 de 10 de marzo de 1997 del codigo penal."
1276,"¿Qué artículo me obliga a resarcir los daños si me he beneficiado económicamente de un delito?","El artículo 93 me obliga a resarcir los daños si he lucrado del producto de un delito. ley 1768 de 10 de marzo de 1997 del codigo penal."
1277,"¿Qué artículo me protege si soy declarado inocente después de haber sido sometido a juicio criminal?","El artículo 95 me protege y garantiza una indemnización si soy declarado inocente tras un juicio criminal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1278,"¿Qué artículo asegura mi rehabilitación automática después de cumplir una pena de inhabilitación especial?","El artículo 96 asegura mi rehabilitación automática después de cumplir una pena de inhabilitación especial, sin necesidad de trámite alguno. ley 1768 de 10 de marzo de 1997 del codigo penal."
1279,"¿Qué artículo fue derogado en relación a la Caja de Reparaciones?","El artículo 94 fue derogado y trataba sobre la Caja de Reparaciones. ley 1768 de 10 de marzo de 1997 del codigo penal."
1280,"¿Qué artículo fue derogado en relación a la revocatoria de la rehabilitación?","El artículo 98, que trataba sobre la revocatoria de la rehabilitación, fue derogado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1281,"¿Qué artículo fue derogado en relación a la rehabilitación de inocentes y condenados por error judicial?","El artículo 99, que trataba sobre la rehabilitación de inocentes y condenados por error judicial, fue derogado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1282,"¿Qué artículo establece que mis herederos estarán obligados a responder por la responsabilidad civil si soy responsable penalmente?","El artículo 92 establece que la responsabilidad civil se transmite a los herederos del responsable penal. ley 1768 de 10 de marzo de 1997 del codigo penal."
1283,"¿Qué artículo menciona la extinción de la acción penal, pero fue derogado?","El artículo 100 menciona la extinción de la acción penal, pero fue derogado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1284,"¿Qué artículo establece los plazos para la prescripción de la acción penal según la gravedad del delito?","El artículo 101 establece los plazos para la prescripción de la acción penal en función de la gravedad del delito. ley 1768 de 10 de marzo de 1997 del codigo penal."
1285,"¿Qué artículo fue derogado en relación al comienzo del término de la prescripción?","El artículo 102, que trataba sobre el comienzo del término de la prescripción, fue derogado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1286,"¿Qué artículo menciona que el desistimiento de uno de los ofendidos no afecta a los demás?","El artículo 103 menciona que la renuncia o desistimiento de uno de los ofendidos no afecta a los otros ofendidos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1287,"¿Qué artículo establece las causas que extinguen la pena impuesta por sentencia ejecutoriada?","El artículo 104 establece que la pena se extingue por muerte del autor, amnistía, prescripción o perdón judicial. ley 1768 de 10 de marzo de 1997 del codigo penal."
1288,"¿Qué artículo regula los términos para la prescripción de la pena dependiendo de la duración de la privación de libertad?","El artículo 105 regula los términos para la prescripción de la pena según la duración de la privación de libertad impuesta. ley 1768 de 10 de marzo de 1997 del codigo penal."
1289,"¿Qué artículo menciona que la prescripción de la pena se interrumpe por la comisión de otro delito?","El artículo 106 menciona que la prescripción de la pena se interrumpe si se comete otro delito, excepto delitos políticos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1290,"¿Qué artículo establece que la amnistía o la prescripción de la pena no afectan la responsabilidad civil?","El artículo 107 establece que la amnistía y la prescripción de la pena no dejan sin efecto la responsabilidad civil. ley 1768 de 10 de marzo de 1997 del codigo penal."
1291,"¿Qué artículo menciona que las sanciones accesorias prescriben en tres años?","El artículo 108 menciona que las sanciones accesorias prescriben en tres años desde que debían empezar a cumplirse. ley 1768 de 10 de marzo de 1997 del codigo penal."
1292,"¿Qué artículo regula el delito de traición en caso de que un boliviano tome armas contra la patria?","El artículo 109 regula el delito de traición, sancionando con treinta años de presidio a quien tome armas contra la patria. ley 1768 de 10 de marzo de 1997 del codigo penal."
1293,"¿Qué artículo menciona la sanción para quien intente someter la nación al dominio extranjero?","El artículo 110 menciona que quien realice actos para someter total o parcialmente la nación al dominio extranjero será sancionado con treinta años de presidio. ley 1768 de 10 de marzo de 1997 del codigo penal."
1294,"¿Qué artículo menciona excepciones a la prescripción en casos de delitos sexuales contra menores de 14 años?","El artículo 101 menciona que en delitos de violación, abuso y explotación sexual contra menores de 14 años, la acción no prescribe hasta cuatro años después de que la víctima alcance la mayoría de edad. ley 1768 de 10 de marzo de 1997 del codigo penal."
1295,"¿Qué artículo menciona que la renuncia de un ofendido beneficia a los demás partícipes del delito?","El artículo 103 establece que la renuncia a favor de un partícipe del delito beneficia a los otros. ley 1768 de 10 de marzo de 1997 del codigo penal."
1296,"¿Qué artículo establece que la pena impuesta por sentencia se extingue por amnistía o prescripción?","El artículo 104 menciona que la pena se extingue por amnistía o prescripción. ley 1768 de 10 de marzo de 1997 del codigo penal."
1297,"¿Qué artículo menciona que la prescripción de la pena no aplica en casos de corrupción?","El artículo 105 menciona que no procede la prescripción de la pena en delitos de corrupción bajo ninguna circunstancia. ley 1768 de 10 de marzo de 1997 del codigo penal."
1298,"¿Qué artículo menciona que la interrupción de la prescripción no aplica a delitos políticos?","El artículo 106 menciona que la interrupción de la prescripción no aplica a los delitos políticos. ley 1768 de 10 de marzo de 1997 del codigo penal."
1299,"¿Qué artículo establece que la responsabilidad civil puede prescribir según las reglas del Código Civil?","El artículo 107 menciona que la responsabilidad civil puede prescribir conforme a las reglas del Código Civil, aun cuando haya amnistía o prescripción de la pena. ley 1768 de 10 de marzo de 1997 del codigo penal."
1300,"¿Qué artículo establece que las medidas de seguridad pueden no aplicarse si se comprueba la readaptación social del condenado?","El artículo 108 establece que las medidas de seguridad pueden no aplicarse si se comprueba la readaptación social del condenado. ley 1768 de 10 de marzo de 1997 del codigo penal."
1301,"¿Qué artículo menciona que el boliviano que se une a enemigos en tiempo de guerra será sancionado por traición?","El artículo 109 menciona que el boliviano que se une a enemigos durante una guerra será sancionado con treinta años de presidio por traición. ley 1768 de 10 de marzo de 1997 del codigo penal."
1302,"¿Qué artículo menciona que la pena por intentar someter la nación al dominio extranjero es de treinta años de presidio?","El artículo 110 menciona que el intento de someter la nación al dominio extranjero será castigado con treinta años de presidio. ley 1768 de 10 de marzo de 1997 del codigo penal."
1303,"¿Qué artículo regula los plazos de prescripción para delitos que tienen una pena privativa de libertad menor de seis años pero mayor de dos?","El artículo 101 regula que para delitos con penas menores de seis años pero mayores de dos, la prescripción es de cinco años. ley 1768 de 10 de marzo de 1997 del codigo penal."
