I,Q,A
118,"¿Qué sanción recibo si cometo un delito de lesiones graves y gravísimas?","Según la Ley N° 1768 del Código Penal Boliviano, las lesiones graves y gravísimas son sancionadas con una pena de presidio de 3 a 6 años."
119,"¿Qué sanción recibo si cometo falsificación de moneda?","Según la Ley N° 1768 del Código Penal Boliviano, la falsificación de moneda es sancionada con una pena de 5 a 12 años de privación de libertad."
120,"¿Si cometo el delito de evasión de impuestos qué tipo de sanción recibo?","Según la Ley N° 2492 del Código Tributario Boliviano, la evasión de impuestos es sancionada con penas de 3 a 6 años de privación de libertad, además de multas e intereses sobre los montos evadidos."
121,"¿Qué establece el artículo 79 del Código Penal sobre las medidas de seguridad?","El artículo 79 del Código Penal Boliviano establece que las medidas de seguridad incluyen el internamiento en establecimientos adecuados, la prohibición de ejercer determinadas actividades, la vigilancia por la autoridad y la caución de buena conducta."
122,"¿Qué regula el artículo 27 del Código Penal sobre las penas privativas de libertad?","El artículo 27 del Código Penal regula las penas privativas de libertad, incluyendo el presidio y la reclusión, y establece su duración: el presidio varía de 1 a 30 años, y la reclusión de 1 mes a 8 años."
123,"¿Qué establece el artículo 39 del Código Penal sobre las atenuantes especiales?","El artículo 39 del Código Penal Boliviano establece las circunstancias en las que se pueden aplicar atenuantes especiales a la pena, como cuando el delito es conminado con pena de presidio superior a un año o reclusión superior a un mes."
124,"¿Qué sanciona el artículo 11 del Código Penal sobre el exceso en la legítima defensa?","El artículo 11 del Código Penal sanciona el exceso en la legítima defensa con la pena fijada para el delito culposo, aunque puede eximir de pena si el exceso proviene de una excitación o turbación justificable por las circunstancias."
125,"¿Qué establece el artículo 28 del Código Penal sobre la prestación de trabajo como pena?","El artículo 28 del Código Penal establece que la pena de prestación de trabajo en beneficio de la comunidad debe ser realizada en actividades de utilidad pública y no debe interferir con la actividad laboral normal del condenado."
126,"¿Qué sanciona el artículo 22 del Código Penal sobre la instigación?","El artículo 22 del Código Penal establece que el instigador es quien determina a otro a cometer un delito y será sancionado con la misma pena prevista para el autor del delito."
127,"¿Qué regula el artículo 73 del Código Penal sobre el cómputo de la detención preventiva?","El artículo 73 del Código Penal establece que el tiempo de detención preventiva será computado como parte de la pena privativa de libertad o multa, dependiendo del tipo de condena."
128,"¿Qué establece el artículo 33 del Código Penal sobre la inhabilitación especial?","El artículo 33 del Código Penal establece que la inhabilitación especial puede aplicarse por el tiempo que se determine después de la pena principal, y se impone en casos donde el delito involucre el abuso de un mandato, cargo o profesión."
129,"¿Qué sanciona el artículo 50 del Código Penal sobre el trabajo forzado?","El artículo 50 del Código Penal, derogado por la Ley Nº 2298 de 20 de diciembre de 2001, sancionaba el trabajo forzado en condiciones inhumanas en el contexto de la ejecución de penas privativas de libertad."
130,"¿Qué establece el artículo 91 del Código Penal sobre la responsabilidad civil?","El artículo 91 del Código Penal establece que la responsabilidad civil de los condenados incluye la restitución de bienes, la reparación de daños causados y la indemnización por perjuicios, aplicándose tanto a los autores como a los partícipes."
131,"¿Qué establece el artículo 31 del Código Penal sobre la conversión de la multa en trabajo?","El artículo 31 del Código Penal establece que cuando un condenado no paga la multa impuesta, esta puede convertirse en trabajo en beneficio de la comunidad, siempre que lo autorice el juez y con las condiciones fijadas por la ley."
132,"¿Qué regula el artículo 12 del Código Penal sobre el estado de necesidad?","El artículo 12 del Código Penal Boliviano regula que quien incurra en un tipo penal para evitar una lesión a un bien jurídico propio o ajeno, no será responsable penalmente si la situación lo justifica, siempre que la lesión causada no sea mayor que la evitada."
133,"¿Qué sanciona el artículo 18 del Código Penal sobre la semi-imputabilidad?","El artículo 18 del Código Penal establece que la semi-imputabilidad, que reduce notablemente la capacidad de comprensión de la antijuridicidad de un hecho, puede llevar a una atenuación de la pena o a la imposición de medidas de seguridad."
134,"¿Qué establece el artículo 58 del Código Penal sobre la detención domiciliaria?","El artículo 58 del Código Penal establece que las personas mayores de 60 años o mujeres, cuya pena no exceda de dos años, pueden cumplir la condena en detención domiciliaria, salvo que representen un peligro para la sociedad."
135,"¿Qué regula el artículo 85 del Código Penal sobre la caución de buena conducta?","El artículo 85 del Código Penal establece que la caución de buena conducta impone al condenado la obligación de prestar una fianza para garantizar su buen comportamiento por un período de seis meses a tres años."
136,"¿Qué sanciona el artículo 44 del Código Penal sobre el concurso ideal de delitos?","El artículo 44 del Código Penal sanciona con la pena del delito más grave a quien, mediante una sola acción u omisión, infrinja varias disposiciones legales que no se excluyan entre sí, pudiendo el juez aumentar el máximo de la pena hasta en una cuarta parte."
137,"¿Qué establece el artículo 80 del Código Penal sobre el internamiento de inimputables?","El artículo 80 del Código Penal establece que los inimputables, absueltos por esta causa, pueden ser internados en establecimientos especializados si existe el peligro de que se dañen a sí mismos o a otros, por el tiempo que sea necesario para su tratamiento."
138,"¿Qué regula el artículo 42 del Código Penal sobre el delincuente habitual?","El artículo 42 del Código Penal, derogado por la Ley Nº 1768, definía las sanciones adicionales para el delincuente habitual y profesional, quienes tras cumplir condena volvían a cometer delitos de manera recurrente."
139,"¿Qué establece el artículo 40 Bis del Código Penal sobre los delitos motivados por discriminación?","El artículo 40 Bis del Código Penal establece que los delitos cometidos por motivos racistas o discriminatorios tendrán un incremento en la pena, elevando en un tercio el mínimo y en un medio el máximo de la pena prevista para el delito en cuestión."
140,"¿Qué sanciona el artículo 46 del Código Penal sobre el concurso real de delitos?","El artículo 46 del Código Penal sanciona con la pena del delito más grave a quien cometa varios delitos de manera independiente, pudiendo el juez aumentar el máximo de la pena hasta la mitad."
141,"¿Si cometo el delito de usura, qué tipo de sanción recibo?","Según la Ley N° 1768 del Código Penal Boliviano, el delito de usura es sancionado con una pena de 1 a 5 años de privación de libertad, dependiendo de las circunstancias agravantes."
142,"¿Si cometo el delito de extorsión, qué sanción recibo?","Según el Código Penal Boliviano modificado por la Ley N° 1768, el delito de extorsión es sancionado con una pena de 2 a 8 años de privación de libertad."
143,"¿Qué sanción recibo si cometo homicidio en estado de emoción violenta?","Según la Ley N° 1768 del Código Penal Boliviano, el homicidio cometido en estado de emoción violenta es sancionado con una pena de 1 a 6 años de privación de libertad."
144,"¿Si cometo un delito de apropiación indebida qué sanción recibo?","Según la Ley N° 1768 del Código Penal Boliviano, la apropiación indebida es sancionada con una pena de 6 meses a 3 años de privación de libertad, dependiendo del valor de lo apropiado."
145,"¿Qué sanción recibo si cometo lesiones leves?","Según la Ley N° 1768 del Código Penal Boliviano, las lesiones leves son sancionadas con una pena de 6 meses a 2 años de privación de libertad, dependiendo de la gravedad de las lesiones."
146,"¿Si cometo un delito de abuso de confianza qué sanción recibo?","Según la Ley N° 1768 del Código Penal Boliviano, el abuso de confianza es sancionado con una pena de 3 meses a 3 años de privación de libertad, dependiendo de la cuantía de lo defraudado."
147,"¿Qué sanción recibo si cometo un delito de bigamia?","Según la Ley N° 1768 del Código Penal Boliviano, el delito de bigamia es sancionado con una pena de 1 a 3 años de privación de libertad."
148,"¿Si cometo el delito de abandono de familia qué sanción recibo?","Según la Ley N° 1768 del Código Penal Boliviano, el abandono de familia es sancionado con una pena de 6 meses a 3 años de privación de libertad, dependiendo de las circunstancias del caso."
149,"¿Qué sanción recibo si cometo el delito de cohecho pasivo propio como funcionario público?","Según la Ley N° 004 de 31 de marzo de 2010, Ley Marcelo Quiroga Santa Cruz, el cohecho pasivo propio es sancionado con una pena de 3 a 8 años de privación de libertad, además de la inhabilitación para el ejercicio de cargos públicos."
